stamp,postal agency,date,department,starred hour,collection,stamp type,quality,manual,year,month,day,img_name,dep_name,town_name
FI-0970-0842_cls1_0,,XXXX-XX-XXTXX:XX,ARDENNES,False,,date stamp,poor,False,,,,FI-0970-0842,,
FI-0970-1717_cls1_0,LAURICES-HAEGER,XXXX-09-13T11:35,,False,,date stamp,mediocre,False,,9.0,13.0,FI-0970-1717,,
FI-0970-1724_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1724,,
FI-0970-0853_cls1_0,CHALONS-S-MARNE,1908-XX-XXT17:5X,MARNE,False,,date stamp,mediocre,True,1908.0,,,FI-0970-0853,Marne,Châtillon-sur-Marne
FI-0970-1730_cls1_1,,XXXX-XX-XXTXX:XX,,False,,conveyor line stamp,poor,False,,,,FI-0970-1730,,
FI-0970-1735_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1735,,
FI-0970-0854_cls1_0,CHALONS S/ MARNE-GARE,1915-04-28TXX:XX,MARNE,False,,date stamp,mediocre,True,1915.0,4.0,28.0,FI-0970-0854,Marne,Châtillon-sur-Marne
FI-0970-1741_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1741,,
FI-0970-1751_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1751,,
FI-0970-0856_cls1_0,,1917-08-28T13:XX,MARNE,True,,date stamp,mediocre,True,1917.0,8.0,28.0,FI-0970-0856,,
FI-0970-0857_cls1_0,EPERNAY,1908-07-13T15:30,MARNE,False,,date stamp,mediocre,True,1908.0,7.0,13.0,FI-0970-0857,Marne,Épernay
FI-0970-1754_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1754,,
FI-0970-1755_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1755,,
FI-0970-0858_cls1_0,,1913-07-17T15:XX,MARNE,False,,date stamp,mediocre,True,1913.0,7.0,17.0,FI-0970-0858,,
FI-0970-0862_cls1_0,,XXXX-XX-XXTXX:XX,AUBE,True,,date stamp,poor,False,,,,FI-0970-0862,,
FI-0970-1760_cls1_0,,1908-XX-10TXX:XX,,False,,date stamp,poor,False,1908.0,,10.0,FI-0970-1760,,
FI-0970-1761_cls1_0,,192X-10-20T15:30,,False,,date stamp,mediocre,False,,10.0,20.0,FI-0970-1761,,
FI-0970-1763_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1763,,
FI-0970-0870_cls1_1,,XXXX-XX-XXT08:XX,MARNE,False,,date stamp,mediocre,False,,,,FI-0970-0870,,
FI-0970-0872_cls1_0,EPERNAY,XXXX-08-12TXX:XX,MARNE,False,,date stamp,mediocre,False,,8.0,12.0,FI-0970-0872,Marne,Épernay
FI-0970-1764_cls1_0,NANCY-GARE,XXXX-XX-05TXX:XX,MTHE ET MLLE,False,,date stamp,mediocre,False,,,5.0,FI-0970-1764,Meurthe-et-Moselle,
FI-0970-1775_cls1_0,,XXXX-XX-XXTXX:25,,True,,date stamp,poor,False,,,,FI-0970-1775,,
FI-0970-1775_cls1_1,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1775,,
FI-0970-1777_cls1_0,A LANGRES,1907-06-17TXX:XX,,False,24,conveyor line stamp,poor,False,1907.0,6.0,17.0,FI-0970-1777,,
FI-0970-1778_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1778,,
FI-0970-0876_cls1_0,MONTMIRAIL,1908-05-26T07:45,MARNE,False,,date stamp,good,True,1908.0,5.0,26.0,FI-0970-0876,Marne,Montmirail
FI-0970-1781_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1781,,
FI-0970-1782_cls1_0,NANCY,1907-07-21TXX:XX,MTHE ET MLLE,False,,date stamp,mediocre,False,1907.0,7.0,21.0,FI-0970-1782,Meurthe-et-Moselle,
FI-0970-0880_cls1_0,CHALONS-S-MARNE,1907-07-27T20:XX,MARNE,True,,date stamp,mediocre,False,1907.0,7.0,27.0,FI-0970-0880,Marne,Châtillon-sur-Marne
FI-0970-1810_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1810,,
FI-0970-0882_cls1_0,,X9XX-XX-XXTXX:XX,MARNE,False,,date stamp,poor,False,,,,FI-0970-0882,,
FI-0970-1814_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1814,,
FI-0970-1827_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1827,,
FI-0970-1831_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1831,,
FI-0970-1845_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1845,,
FI-0970-0884_cls1_0,,1937-08-20T15:45,MARNE,False,,date stamp,mediocre,False,1937.0,8.0,20.0,FI-0970-0884,,
FI-0970-1848_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1848,,
FI-0970-0890_cls1_0,VERDUN,1905-10-11T14:15,MEUSE,False,,date stamp,mediocre,False,1905.0,10.0,11.0,FI-0970-0890,Meuse,Verdun
FI-0970-1874_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1874,,
FI-0970-1884_cls1_0,RAILHISSEN,1908-07-10T08:6X,ALSACE (GER),False,,date stamp,mediocre,False,1908.0,7.0,10.0,FI-0970-1884,,
FI-0970-1896_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1896,,
FI-0970-1898_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1898,,
FI-0970-1910_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1910,,
FI-0970-0898_cls1_0,,1908-XX-XXTXX:20,MARNE,False,,date stamp,poor,True,1908.0,,,FI-0970-0898,,
FI-0970-1915_cls1_1,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1915,,
FI-0970-1919_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1919,,
FI-0970-0926_cls1_0,ESCAUT,XXXX-10-XXTX8:XX,NORD,True,,date stamp,mediocre,True,,10.0,,FI-0970-0926,,
FI-0970-0930_cls1_0,EPERNAY,1912-04-21T22:25,MARNE,False,,date stamp,good,True,1912.0,4.0,21.0,FI-0970-0930,Marne,Épernay
FI-0970-1923_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1923,,
FI-0970-1943_cls1_0,,1920-06-25T09:XX,,False,,date stamp,poor,False,1920.0,6.0,25.0,FI-0970-1943,,
FI-0970-0935_cls1_0,EPINAL,1910-05-14T15:XX,VOSGES,True,3E,date stamp,poor,False,1910.0,5.0,14.0,FI-0970-0935,Vosges,Épinal
FI-0970-0941_cls1_0,,190X-09-03T22:00,MARNE,False,,date stamp,mediocre,True,,9.0,3.0,FI-0970-0941,,
FI-0970-1957_cls1_0,MULHOUSE,1908-07-16T09:XX,H-T RHIN,True,,date stamp,mediocre,False,1908.0,7.0,16.0,FI-0970-1957,Haut-Rhin,
FI-0970-0949_cls1_0,EPERNAY,1906-01-01T19:25,MARNE,False,,date stamp,mediocre,True,1906.0,1.0,1.0,FI-0970-0949,Marne,Épernay
FI-0970-1958_cls1_0,,XXXX-XX-XXTXX:XX,MTHE ET MLLE,True,,date stamp,poor,False,,,,FI-0970-1958,,
FI-0970-1962_cls1_0,,1931-10-XXTXX:XX,,False,29.9,date stamp,poor,False,1931.0,10.0,,FI-0970-1962,,
FI-0970-0962_cls1_0,REIMS,1906-08-06T14:15,MARNE,False,,date stamp,good,True,1906.0,8.0,6.0,FI-0970-0962,Marne,Reims
FI-0970-1968_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1968,,
FI-0970-1971_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1971,,
FI-0970-1985_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-1985,,
FI-0970-1985_cls1_1,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-1985,,
FI-0970-0977_cls1_0,GARE DE CHALONS/ MARNE,1906-XX-12TXX:XX,MARNE,False,,date stamp,mediocre,False,1906.0,,12.0,FI-0970-0977,,
FI-0970-2004_cls1_0,,XXXX-XX-XXTXX:XX,,False,9E,date stamp,poor,False,,,,FI-0970-2004,,
FI-0970-2015_cls1_0,MULHOUSE,1925-08-XXT14:30,,False,,date stamp,mediocre,False,1925.0,8.0,,FI-0970-2015,Haut-Rhin,
FI-0970-0979_cls1_0,,XXXX-XX-XXTXX:XX,MARNE,False,,date stamp,poor,False,,,,FI-0970-0979,,
FI-0970-0986_cls1_0,,1927-07-15TXX:XX,MARNE,False,,date stamp,mediocre,True,1927.0,7.0,15.0,FI-0970-0986,,
FI-0970-2024_cls1_0,,XXXX-09-19TXX:XX,,False,,date stamp,poor,False,,9.0,19.0,FI-0970-2024,,
FI-0970-2032_cls1_0,,19XX-10-05TXX:XX,,False,5E,date stamp,poor,False,,10.0,5.0,FI-0970-2032,,
FI-0970-0988_cls1_0,,XXXX-XX-XXTXX:XX,AUBE,False,,date stamp,poor,False,,,,FI-0970-0988,,
FI-0970-0997_cls1_0,,XXXX-XX-XXTXX:XX,MANCHE,False,,date stamp,poor,False,,,,FI-0970-0997,,
FI-0970-2053_cls1_0,POSTE AUX ARMEES,1918-02-14TXX:XX,,True,,date stamp,good,False,1918.0,2.0,14.0,FI-0970-2053,,
FI-0970-2075_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2075,,
FI-0970-1006_cls1_0,CHALONS S MARNE,1908-02-21T22:30,MARNE,False,,date stamp,mediocre,False,1908.0,2.0,21.0,FI-0970-1006,Marne,Châtillon-sur-Marne
FI-0970-1013_cls1_0,EPERNAY,1914-06-08T12:55,MARNE,False,,date stamp,good,True,1914.0,6.0,8.0,FI-0970-1013,Marne,Épernay
FI-0970-2091_cls1_0,,XXXX-XX-8XT5:XX,,False,,date stamp,poor,False,,,,FI-0970-2091,,
FI-0970-1014_cls1_0,GARE D'EPERNAY,1909-11-01TXX:XX,MARNE,False,10E,date stamp,good,True,1909.0,11.0,1.0,FI-0970-1014,Marne,Épernay
FI-0970-2109_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2109,,
FI-0970-1016_cls1_0,EPERNAY GARE,1920-09-03T16:XX,MARNE,True,,date stamp,mediocre,True,1920.0,9.0,3.0,FI-0970-1016,Marne,Épernay
FI-0970-2110_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-2110,,
FI-0970-2116_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2116,,
FI-0970-2128_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2128,,
FI-0970-1043_cls1_0,EPERNAY,1906-02-09T14:15,MARNE,False,,date stamp,mediocre,True,1906.0,2.0,9.0,FI-0970-1043,Marne,Épernay
FI-0970-2129_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-2129,,
FI-0970-1044_cls1_0,,1912-11-05T18:XX,MARNE,True,,date stamp,mediocre,False,1912.0,11.0,5.0,FI-0970-1044,,
FI-0970-2151_cls1_0,,XXXX-XX-XXTXX:XX,,False,,conveyor line stamp,poor,False,,,,FI-0970-2151,,
FI-0970-2158_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2158,,
FI-0970-1044_cls1_1,REIMS GARE,1912-11-05T18:XX,MARNE,True,,date stamp,mediocre,True,1912.0,11.0,5.0,FI-0970-1044,Marne,Reims
FI-0970-2177_cls1_0,,XXXX-XX-01TXX:XX,,False,,date stamp,poor,False,,,1.0,FI-0970-2177,,
FI-0970-1045_cls1_0,GARE D'EPERNAY,1908-05-03TXX:XX,MARNE,False,9E,date stamp,mediocre,True,1908.0,5.0,3.0,FI-0970-1045,Marne,Épernay
FI-0970-2205_cls1_1,NANCY-GARE,1906-XX-14T08:XX,MOSELLE ET RHIN,True,,date stamp,mediocre,False,1906.0,,14.0,FI-0970-2205,Meurthe-et-Moselle,
FI-0970-1046_cls1_0,GARE D'EPERNAY,1907-10-31TXX:XX,MARNE,False,8E,date stamp,mediocre,True,1907.0,10.0,31.0,FI-0970-1046,Marne,Épernay
FI-0970-2209_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-2209,,
FI-0970-2247_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2247,,
FI-0970-2247_cls1_1,,1900-XX-XXTXX:XX,,True,,date stamp,poor,False,1900.0,,,FI-0970-2247,,
FI-0970-1049_cls1_0,GARE D'EPERNAY,1914-06-01T11:35,MARNE,False,,date stamp,mediocre,True,1914.0,6.0,1.0,FI-0970-1049,Marne,Épernay
FI-0970-2253_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-2253,,
FI-0970-1055_cls1_0,EPERNAY,1907-01-21T22:30,MARNE,False,,date stamp,good,True,1907.0,1.0,21.0,FI-0970-1055,Marne,Épernay
FI-0970-2257_cls1_0,SAVERNE,XXXX-XX-18T10:XX,,False,,date stamp,mediocre,False,,,18.0,FI-0970-2257,Bas-Rhin,
FI-0970-1057_cls1_0,ESTERNAY,1914-07-06TXX:XX,MARNE,True,,date stamp,good,True,1914.0,7.0,6.0,FI-0970-1057,Marne,Esternay
FI-0970-1064_cls1_0,EPINAL A THIONVILLE,1914-12-10T18:50,VOSGES,False,,conveyor line stamp,good,False,1914.0,12.0,10.0,FI-0970-1064,,
FI-0970-2282_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-2282,,
FI-0970-2314_cls1_0,LAVERNE,XXXX-08-XXTXX:XX,MTHE ET MLLE,False,,date stamp,mediocre,False,,8.0,,FI-0970-2314,Hérault,
FI-0970-2324_cls1_0,,XXXX-07-8XTXX:XX,,False,,date stamp,poor,False,,7.0,,FI-0970-2324,,
FI-0970-2341_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2341,,
FI-0970-2343_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2343,,
FI-0970-1079_cls1_0,,XXX9-XX-12T07:10,MARNE,False,,date stamp,poor,True,,,12.0,FI-0970-1079,,
FI-0970-2348_cls1_0,,10XX-05-04T14:00,,False,,hexagonal date stamp,poor,False,,5.0,4.0,FI-0970-2348,,
FI-0970-2348_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2348,,
FI-0970-1092_cls1_0,EPINAL,1907-07-31T14:25,VOSGES,False,,date stamp,mediocre,False,1907.0,7.0,31.0,FI-0970-1092,Vosges,Épinal
FI-0970-2355_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2355,,
FI-0970-1094_cls1_0,,1910-XX-XXTXX:XX,VOSGES,False,,date stamp,poor,True,1910.0,,,FI-0970-1094,,
FI-0970-2363_cls1_0,,1925-XX-1XTXX:XX,,False,,date stamp,poor,False,1925.0,,,FI-0970-2363,,
FI-0970-2367_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2367,,
FI-0970-2372_cls1_0,TROYES A ST FLORENTIN,1907-02-24T1X:XX,,True,,conveyor line stamp,mediocre,False,1907.0,2.0,24.0,FI-0970-2372,,
FI-0970-2385_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2385,,
FI-0970-1099_cls1_0,EPINAL,1941-XX-2XT13:50,VOSGES,False,,date stamp,poor,False,1941.0,,,FI-0970-1099,Vosges,Épinal
FI-0970-2407_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2407,,
FI-0970-2408_cls1_0,,XXXX-02-15TXX:10,,False,,date stamp,poor,False,,2.0,15.0,FI-0970-2408,,
FI-0970-2423_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-2423,,
FI-0970-1101_cls1_0,EPINAL R.P.,1923-07-31T11:XX,VOSGES,False,,date stamp,mediocre,True,1923.0,7.0,31.0,FI-0970-1101,Vosges,Épinal
FI-0970-2433_cls1_0,,XXXX-06-13TXX:XX,,False,,date stamp,poor,False,,6.0,13.0,FI-0970-2433,,
FI-0970-1104_cls1_0,GARE D'EPINAL,1905-08-08TXX:XX,VOSGES,False,12E,date stamp,mediocre,True,1905.0,8.0,8.0,FI-0970-1104,Vosges,Épinal
FI-0970-2434_cls1_1,RHITEL,XXXX-XX-30T13:XX,,False,,date stamp,mediocre,False,,,30.0,FI-0970-2434,,
FI-0970-2449_cls1_0,,1908-04-17TXX:XX,,True,,date stamp,poor,False,1908.0,4.0,17.0,FI-0970-2449,,
FI-0970-1105_cls1_0,EPINAL,1908-08-31T19:20,VOSGES,False,,date stamp,good,True,1908.0,8.0,31.0,FI-0970-1105,Vosges,Épinal
FI-0970-1106_cls1_0,EPINAL,1909-08-18TXX:30,VOSGES,False,,date stamp,mediocre,False,1909.0,8.0,18.0,FI-0970-1106,Vosges,Épinal
FI-0970-2452_cls1_0,,19XX-05-1XT1X:10,,False,,date stamp,poor,False,,5.0,,FI-0970-2452,,
FI-0970-2458_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2458,,
FI-0970-2461_cls1_0,ST MAX S/MEURTHE,1905-XX-12TXX:XX,MTHE ET MLLE,False,5E,date stamp,mediocre,False,1905.0,,12.0,FI-0970-2461,,
FI-0970-2468_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2468,,
FI-0970-2473_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-2473,,
FI-0970-2476_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-2476,,
FI-0970-2477_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2477,,
FI-0970-1112_cls1_0,,XXXX-08-27T10:35,VOSGES,False,,hexagonal date stamp,mediocre,False,,8.0,27.0,FI-0970-1112,,
FI-0970-2487_cls1_0,PARIS GARE,1905-08-05T09:25,S-ET-O,False,,date stamp,mediocre,False,1905.0,8.0,5.0,FI-0970-2487,Paris,
FI-0970-1115_cls1_0,EPINAL A THIERS,1926-08-17T15:XX,VOSGES,False,,conveyor line stamp,mediocre,True,1926.0,8.0,17.0,FI-0970-1115,,
FI-0970-2490_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2490,,
FI-0970-2493_cls1_0,,XXXX-XX-XXTXX:XX,,False,,conveyor line stamp,poor,False,,,,FI-0970-2493,,
FI-0970-2497_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-2497,,
FI-0970-2499_cls1_0,,19XX-XX-XXT12:XX,,False,,date stamp,poor,False,,,,FI-0970-2499,,
FI-0970-1126_cls1_0,GARE D'EPINAL,1906-05-28T16:35,VOSGES,False,,date stamp,mediocre,False,1906.0,5.0,28.0,FI-0970-1126,Vosges,Épinal
FI-0970-2503_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2503,,
FI-0970-2503_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2503,,
FI-0970-1130_cls1_0,,XXXX-XX-XXT06:55,VOSGES,False,,date stamp,poor,True,,,,FI-0970-1130,,
FI-0970-1133_cls1_0,,1905-09-X5TXX:XX,VOSGES,False,5E,date stamp,poor,False,1905.0,9.0,,FI-0970-1133,,
FI-0970-2503_cls1_2,,XXXX-XX-XXTXX:XX,,True,,date stamp,poor,False,,,,FI-0970-2503,,
FI-0970-2520_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2520,,
FI-0970-1149_cls1_0,EPINAL,1917-11-08T18:30,VOSGES,False,,date stamp,mediocre,True,1917.0,11.0,8.0,FI-0970-1149,Vosges,Épinal
FI-0970-1150_cls1_0,EPINAL - R.P.,1913-12-05T09:20,VOSGES,False,,date stamp,good,True,1913.0,12.0,5.0,FI-0970-1150,Vosges,Épinal
FI-0970-2523_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2523,,
FI-0970-2541_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2541,,
FI-0970-1155_cls1_0,EPINAL,1911-08-26T12:10,VOSGES,False,,date stamp,mediocre,True,1911.0,8.0,26.0,FI-0970-1155,Vosges,Épinal
FI-0970-1157_cls1_0,EPINAL,1915-08-11T21:50,VOSGES,False,,date stamp,good,True,1915.0,8.0,11.0,FI-0970-1157,Vosges,Épinal
FI-0970-2549_cls1_0,CHARTRETTES,1914-00-10T8X:XX,S ET M,False,,date stamp,mediocre,False,1914.0,0.0,10.0,FI-0970-2549,Seine-et-Marne,
FI-0970-2553_cls1_0,,1908-XX-XXTXX:XX,,False,,date stamp,poor,False,1908.0,,,FI-0970-2553,,
FI-0970-1160_cls1_0,,XXXX-XX-XXTXX:XX,VOSGES,False,,date stamp,poor,True,,,,FI-0970-1160,,
FI-0970-2555_cls1_0,,1908-12-30TXX:XX,BELFORT,False,,date stamp,mediocre,False,1908.0,12.0,30.0,FI-0970-2555,,
FI-0970-2559_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2559,,
FI-0970-1166_cls1_0,,XXXX-XX-XXTXX:XX,VOSGES,False,,date stamp,poor,True,,,,FI-0970-1166,,
FI-0970-2560_cls1_1,,XXXX-08-23T14:10,,False,,date stamp,poor,False,,8.0,23.0,FI-0970-2560,,
FI-0970-2580_cls1_0,,XXXX-XX-13TXX:28,,False,,date stamp,poor,False,,,13.0,FI-0970-2580,,
FI-0970-2586_cls1_0,BOURBONNE-LES-BAINS,1908-06-06T20:15,Hte-Marne,False,,date stamp,mediocre,False,1908.0,6.0,6.0,FI-0970-2586,Haute-Marne,
FI-0970-2587_cls1_0,NANCY,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2587,Meurthe-et-Moselle,
FI-0970-1167_cls1_0,EPINAL,1908-01-02T09:20,VOSGES,False,,date stamp,good,True,1908.0,1.0,2.0,FI-0970-1167,Vosges,Épinal
FI-0970-1169_cls1_0,EPINAL,1910-08-30T07:20,VOSGES,False,,date stamp,mediocre,False,1910.0,8.0,30.0,FI-0970-1169,Vosges,Épinal
FI-0970-2598_cls1_0,CHALINDREY GARE,1908-09-26T07:10,HLE MARNE,False,,date stamp,good,False,1908.0,9.0,26.0,FI-0970-2598,Haute-Marne,
FI-0970-2602_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2602,,
FI-0970-2608_cls1_0,PARIS,1915-06-02T15:XX,,False,,date stamp,mediocre,False,1915.0,6.0,2.0,FI-0970-2608,Paris,
FI-0970-1171_cls1_0,EPINAL,1915-XX-06T20:30,VOSGES,False,,date stamp,mediocre,True,1915.0,,6.0,FI-0970-1171,Vosges,Épinal
FI-0970-2613_cls1_0,,1905-04-17TXX:XX,,False,,date stamp,mediocre,False,1905.0,4.0,17.0,FI-0970-2613,,
FI-0970-1175_cls1_0,COURVILLE S/EURE,1932-08-19T09:30,EURE ET LOIR,False,,date stamp,mediocre,False,1932.0,8.0,19.0,FI-0970-1175,Eure-et-Loir,Courville-sur-Eure
FI-0970-1180_cls1_0,,XXXX-XX-XXTXX:XX,MARNE,False,,date stamp,poor,True,,,,FI-0970-1180,,
FI-0970-2615_cls1_0,,1907-08-XXTXX:XX,,False,,date stamp,poor,False,1907.0,8.0,,FI-0970-2615,,
FI-0970-2615_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2615,,
FI-0970-2626_cls1_0,,XXXX-XX-XXTXX:XX,,False,,,poor,False,,,,FI-0970-2626,,
FI-0970-2626_cls1_1,,19XX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2626,,
FI-0970-2634_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2634,,
FI-0970-2634_cls1_1,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2634,,
FI-0970-1185_cls1_0,EPINAL,1906-08-01T09:20,VOSGES,False,,date stamp,mediocre,True,1906.0,8.0,1.0,FI-0970-1185,Vosges,Épinal
FI-0970-2667_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2667,,
FI-0970-1188_cls1_0,EPINAL,19X5-XX-XXTXX:30,VOSGES,False,,date stamp,mediocre,True,,,,FI-0970-1188,Vosges,Épinal
FI-0970-1192_cls1_0,EPINAL,1905-08-18T20:30,VOSGES,False,,date stamp,good,True,1905.0,8.0,18.0,FI-0970-1192,Vosges,Épinal
FI-0970-2668_cls1_0,,1908-08-XXT14:XX,,False,,date stamp,poor,False,1908.0,8.0,,FI-0970-2668,,
FI-0970-1196_cls1_0,EPINAL,1907-08-30T12:25,VOSGES,False,,date stamp,mediocre,False,1907.0,8.0,30.0,FI-0970-1196,Vosges,Épinal
FI-0970-2670_cls1_0,,190X-01-1XTXX:18,,False,,date stamp,poor,False,,1.0,,FI-0970-2670,,
FI-0970-2675_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2675,,
FI-0970-1198_cls1_0,GARE D'EPINAL,1907-05-28T12:30,VOSGES,False,,date stamp,poor,True,1907.0,5.0,28.0,FI-0970-1198,Vosges,Épinal
FI-0970-2677_cls1_0,,1912-08-23T13:05,,False,,date stamp,mediocre,False,1912.0,8.0,23.0,FI-0970-2677,,
FI-0970-2684_cls1_0,,XXXX-XX-XXTXX:XX,,False,,date stamp,poor,False,,,,FI-0970-2684,,
FI-0970-1205_cls1_0,EPINAL,1913-07-03T12:XX,VOSGES,False,,date stamp,mediocre,False,1913.0,7.0,3.0,FI-0970-1205,Vosges,Épinal
FI-0970-2686_cls1_0,,1905-XX-12T09:35,,False,,date stamp,mediocre,False,1905.0,,12.0,FI-0970-2686,,
FI-0970-1212_cls1_0,EPINAL,1913-XX-02T12:XX,VOSGES,False,,date stamp,mediocre,False,1913.0,,2.0,FI-0970-1212,Vosges,Épinal
FI-0970-2690_cls1_0,,XXXX-05-25TXX:XX,,True,,date stamp,poor,False,,5.0,25.0,FI-0970-2690,,
FI-0970-2775_cls1_0,COISELLE,1908-09-10T10:XX,S.-ET-O.,True,,date stamp,mediocre,False,1908.0,9.0,10.0,FI-0970-2775,Marne,
FI-0970-1215_cls1_0,GARE D'EPINAL,191X-07-XXTXX:XX,VOSGES,False,,date stamp,poor,False,,7.0,,FI-0970-1215,Vosges,Épinal
FI-0970-2780_cls1_0,,1915-01-01TXX:XX,,False,60,date stamp,poor,False,1915.0,1.0,1.0,FI-0970-2780,,
